Ensembl Transcript ID	Associated Gene Name
ENST00000612470	AIM2
ENST00000332271	PIWIL3
ENST00000533313	PIWIL3
ENST00000527701	PIWIL3
ENST00000616349	PIWIL3
ENST00000233143	TMSB10
ENST00000280551	SEC24D
ENST00000511481	SEC24D
ENST00000503683	SEC24D
ENST00000419654	SEC24D
ENST00000265016	BST1
ENST00000382346	BST1
ENST00000505785	BST1
ENST00000514445	BST1
ENST00000514989	BST1
ENST00000300688	ATP5L
ENST00000524422	ATP5L
ENST00000279036	PIGT
ENST00000279035	PIGT
ENST00000372689	PIGT
ENST00000543458	PIGT
ENST00000432270	PIGT
ENST00000545755	PIGT
ENST00000295743	EOMES
ENST00000449599	EOMES
ENST00000461503	EOMES
ENST00000315957	OR4M1
ENST00000263331	POLR1B
ENST00000438748	POLR1B
ENST00000430769	POLR1B
ENST00000409894	POLR1B
ENST00000417433	POLR1B
ENST00000458012	POLR1B
ENST00000541869	POLR1B
ENST00000537335	POLR1B
ENST00000418388	C9orf69
ENST00000447934	C9orf69
ENST00000448040	C9orf69
ENST00000561457	C9orf69
ENST00000267953	BCL2A1
ENST00000335661	BCL2A1
ENST00000283254	SCN3A
ENST00000409101	SCN3A
ENST00000440431	SCN3A
ENST00000453007	SCN3A
ENST00000360093	SCN3A
ENST00000291592	LRRC3
ENST00000546354	FAM132B
ENST00000344233	FAM132B
ENST00000357303	FAM132B
ENST00000379161	NUFIP1
ENST00000295588	POGLUT1
ENST00000476573	POGLUT1
ENST00000409837	METTL5
ENST00000442181	METTL5
ENST00000409340	METTL5
ENST00000260953	METTL5
ENST00000409965	METTL5
ENST00000392640	METTL5
ENST00000308099	METTL5
ENST00000410097	METTL5
ENST00000538491	METTL5
ENST00000614043	METTL5
ENST00000381178	TH
ENST00000381175	TH
ENST00000352909	TH
ENST00000412076	TH
ENST00000333684	TH
ENST00000257192	DSG1
ENST00000462981	DSG1
ENST00000339953	CLEC18B
ENST00000619275	CLEC18B
ENST00000620745	CLEC18B
ENST00000617101	CLEC18B
ENST00000373055	CDCA8
ENST00000327331	CDCA8
ENST00000354777	WLS
ENST00000262348	WLS
ENST00000370976	WLS
ENST00000534713	WLS
ENST00000533537	WLS
ENST00000530486	WLS
ENST00000370973	WLS
ENST00000471243	WLS
ENST00000370971	WLS
ENST00000614217	KIR3DS1
ENST00000611562	KIR3DS1
ENST00000617337	KIR3DS1
ENST00000247178	ATG14
ENST00000222254	PIK3R2
ENST00000617130	PIK3R2
ENST00000617642	PIK3R2
ENST00000264434	C2orf42
ENST00000420306	C2orf42
ENST00000447804	C2orf42
ENST00000417865	C2orf42
ENST00000419381	C2orf42
ENST00000457952	C2orf42
ENST00000428010	C2orf42
ENST00000425268	C2orf42
ENST00000428751	C2orf42
ENST00000417203	C2orf42
ENST00000215906	ASPHD2
ENST00000210444	NANS
ENST00000415280	NANS
ENST00000427646	NANS
ENST00000355209	POLR3H
ENST00000337566	POLR3H
ENST00000407461	POLR3H
ENST00000396504	POLR3H
ENST00000528641	AIP
ENST00000279146	AIP
ENST00000525341	AIP
ENST00000341493	OR8G1
ENST00000283943	TRIP12
ENST00000389045	TRIP12
ENST00000389044	TRIP12
ENST00000418123	TRIP12
ENST00000409677	TRIP12
ENST00000453485	TRIP12
ENST00000435716	TRIP12
ENST00000428959	TRIP12
ENST00000430954	TRIP12
ENST00000343290	TRIP12
ENST00000438954	MICB
ENST00000458032	MICB
ENST00000378423	PAK7
ENST00000353224	PAK7
ENST00000378429	PAK7
ENST00000398215	CRYBB2
ENST00000622500	GPIHBP1
ENST00000444376	HNRNPU
ENST00000283179	HNRNPU
ENST00000440865	HNRNPU
ENST00000585527	LINGO3
ENST00000400906	SLC2A7
ENST00000503326	COPB2
ENST00000333188	COPB2
ENST00000507777	COPB2
ENST00000512309	COPB2
ENST00000515006	COPB2
ENST00000512153	COPB2
ENST00000513274	COPB2
ENST00000512242	COPB2
ENST00000514508	COPB2
ENST00000621029	SEMA3B
ENST00000616701	SEMA3B
ENST00000433753	SEMA3B
ENST00000611067	SEMA3B
ENST00000456560	SEMA3B
ENST00000418576	SEMA3B
ENST00000618865	SEMA3B
ENST00000611418	SEMA3B
ENST00000378858	LRRN4
ENST00000538010	BCL7A
ENST00000261822	BCL7A
ENST00000394205	SCOC
ENST00000338517	SCOC
ENST00000506322	SCOC
ENST00000512749	SCOC
ENST00000608372	SCOC
ENST00000506597	SCOC
ENST00000394201	SCOC
ENST00000510586	SCOC
ENST00000502535	SCOC
ENST00000614192	SCOC
ENST00000394203	SCOC
ENST00000373371	SLC2A8
ENST00000451404	SLC2A8
ENST00000419917	SLC2A8
ENST00000373352	SLC2A8
ENST00000373360	SLC2A8
ENST00000419132	SLC2A8
ENST00000439597	SLC2A8
ENST00000423934	SLC2A8
ENST00000430147	SLC2A8
ENST00000610552	SLC2A8
ENST00000409123	WIPF3
ENST00000409290	WIPF3
ENST00000242140	WIPF3
ENST00000200652	SLC22A4
ENST00000545387	BCAT2
ENST00000402551	BCAT2
ENST00000316273	BCAT2
ENST00000593515	BCAT2
ENST00000597011	BCAT2
ENST00000599246	BCAT2
ENST00000598162	BCAT2
ENST00000601681	BCAT2
ENST00000313341	NEUROG2
ENST00000156825	MBD3
ENST00000590550	MBD3
ENST00000434436	MBD3
ENST00000585967	MBD3
ENST00000592361	MBD3
ENST00000592965	MBD3
ENST00000360295	SEZ6
ENST00000540632	SEZ6
ENST00000317338	SEZ6
ENST00000535262	SEZ6
ENST00000442608	SEZ6
ENST00000539265	SEZ6
ENST00000585644	SEZ6
ENST00000335960	SEZ6
ENST00000613854	HIST1H3A
ENST00000414111	EGFL8
ENST00000433364	EGFL8
ENST00000418522	EGFL8
ENST00000423427	NLGN1
ENST00000413821	NLGN1
ENST00000457714	NLGN1
ENST00000361589	NLGN1
ENST00000415045	NLGN1
ENST00000401917	NLGN1
ENST00000540367	CPT1A
ENST00000265641	CPT1A
ENST00000539743	CPT1A
ENST00000538994	CPT1A
ENST00000565318	CPT1A
ENST00000569129	CPT1A
ENST00000561996	CPT1A
ENST00000376618	CPT1A
ENST00000555523	IFI27L1
ENST00000393115	IFI27L1
ENST00000554166	IFI27L1
ENST00000556381	IFI27L1
ENST00000553664	IFI27L1
ENST00000555341	IFI27L1
ENST00000557218	IFI27L1
ENST00000554544	IFI27L1
ENST00000557066	IFI27L1
ENST00000554562	IFI27L1
ENST00000366932	RRP15
ENST00000597987	CAPN12
ENST00000601953	CAPN12
ENST00000328867	CAPN12
ENST00000595177	CAPN12
ENST00000598684	CAPN12
ENST00000270560	TM4SF5
ENST00000394391	CIAPIN1
ENST00000567518	CIAPIN1
ENST00000565961	CIAPIN1
ENST00000569370	CIAPIN1
ENST00000568940	CIAPIN1
ENST00000569979	CIAPIN1
ENST00000567751	CIAPIN1
ENST00000565786	CIAPIN1
ENST00000563341	CIAPIN1
ENST00000276570	DNAJC5B
ENST00000522619	DNAJC5B
ENST00000331428	XKR3
ENST00000274813	MUT
ENST00000360663	PPP3CB
ENST00000430762	PPP3CB
ENST00000342558	PPP3CB
ENST00000394828	PPP3CB
ENST00000394829	PPP3CB
ENST00000432176	FAM126A
ENST00000440481	FAM126A
ENST00000409923	FAM126A
ENST00000409763	FAM126A
ENST00000292599	MAML1
ENST00000400473	CABLES1
ENST00000580153	CABLES1
ENST00000256925	CABLES1
ENST00000582882	CABLES1
ENST00000420687	CABLES1
ENST00000338316	ADCY2
ENST00000515681	ADCY2
ENST00000537121	ADCY2
ENST00000432609	WDR46
ENST00000443102	WDR46
ENST00000340647	BRCC3
ENST00000330045	BRCC3
ENST00000369459	BRCC3
ENST00000369462	BRCC3
ENST00000411985	BRCC3
ENST00000399026	BRCC3
ENST00000399042	BRCC3
ENST00000620502	BRCC3
ENST00000630295	BRCC3
ENST00000391415	KRTAP4-9
ENST00000617453	KRTAP4-9
ENST00000401548	MEI1
ENST00000403492	MEI1
ENST00000423900	MEI1
ENST00000540833	MEI1
ENST00000453707	CITED1
ENST00000373619	CITED1
ENST00000429794	CITED1
ENST00000246139	CITED1
ENST00000417400	CITED1
ENST00000427412	CITED1
ENST00000450875	CITED1
ENST00000454225	CITED1
ENST00000431381	CITED1
ENST00000445983	CITED1
ENST00000368685	SNAPIN
ENST00000600428	TRIP10
ENST00000313285	TRIP10
ENST00000313244	TRIP10
ENST00000596758	TRIP10
ENST00000596673	TRIP10
ENST00000231572	RARS
ENST00000626454	RARS
ENST00000379375	EDN1
ENST00000372565	ZMYND12
ENST00000571130	OR9G9
ENST00000390649	NLRP5
ENST00000621651	NLRP5
ENST00000589614	TREM1
ENST00000244709	TREM1
ENST00000334475	TREM1
ENST00000591620	TREM1
ENST00000332438	CCR10
ENST00000591765	CCR10
ENST00000591568	CCR10
ENST00000552864	LIN7A
ENST00000549417	LIN7A
ENST00000552093	LIN7A
ENST00000429182	IMPDH2
ENST00000326739	IMPDH2
ENST00000442157	IMPDH2
ENST00000621671	TMC4
ENST00000618950	TMC4
ENST00000610383	TMC4
ENST00000296839	FOXQ1
ENST00000335021	DEFB107A
ENST00000216420	CGRRF1
ENST00000557317	CGRRF1
ENST00000556172	CGRRF1
ENST00000343905	SOWAHD
ENST00000614565	CDH4
ENST00000611855	CDH4
ENST00000543233	CDH4
ENST00000521769	ITK
ENST00000422843	ITK
ENST00000370321	RPL5
ENST00000315741	RPL5
ENST00000480798	CST7
ENST00000317025	WHSC1L1
ENST00000433384	WHSC1L1
ENST00000527502	WHSC1L1
ENST00000316985	WHSC1L1
ENST00000528627	WHSC1L1
ENST00000529223	WHSC1L1
ENST00000534155	WHSC1L1
ENST00000534539	WHSC1L1
ENST00000361360	POU3F3
ENST00000619553	ANTXRL
ENST00000620264	ANTXRL
ENST00000622632	ANTXRL
ENST00000342206	IGBP1
ENST00000356413	IGBP1
ENST00000397128	PRKAA1
ENST00000354209	PRKAA1
ENST00000296800	PRKAA1
ENST00000424347	CEP78
ENST00000415759	CEP78
ENST00000376597	CEP78
ENST00000277082	CEP78
ENST00000376598	CEP78
ENST00000256413	CTIF
ENST00000382998	CTIF
ENST00000591412	CTIF
ENST00000591387	CTIF
ENST00000587752	CTIF
ENST00000588345	CTIF
ENST00000407149	PRR16
ENST00000379551	PRR16
ENST00000509923	PRR16
ENST00000505123	PRR16
ENST00000446965	PRR16
ENST00000367222	OPTC
ENST00000448911	OPTC
ENST00000312293	FOLR1
ENST00000393681	FOLR1
ENST00000393679	FOLR1
ENST00000393676	FOLR1
ENST00000258383	MRPL44
ENST00000552383	TGIF1
ENST00000550958	TGIF1
ENST00000618001	TGIF1
ENST00000549780	TGIF1
ENST00000549253	TGIF1
ENST00000343820	TGIF1
ENST00000407501	TGIF1
ENST00000546979	TGIF1
ENST00000551402	TGIF1
ENST00000577543	TGIF1
ENST00000551541	TGIF1
ENST00000345133	TGIF1
ENST00000330513	TGIF1
ENST00000549546	TGIF1
ENST00000549468	TGIF1
ENST00000551333	TGIF1
ENST00000472042	TGIF1
ENST00000401449	TGIF1
ENST00000548489	TGIF1
ENST00000400167	TGIF1
ENST00000405385	TGIF1
ENST00000310903	MYO1H
ENST00000431443	MYO1H
ENST00000383592	PRR3
ENST00000418065	PRR3
ENST00000421109	NR2F2
ENST00000394166	NR2F2
ENST00000559679	NR2F2
ENST00000453270	NR2F2
ENST00000394171	NR2F2
ENST00000620623	KIR3DX1
ENST00000611598	PCDHGB1
ENST00000523390	PCDHGB1
ENST00000399302	QSER1
ENST00000527788	QSER1
ENST00000528155	QSER1
ENST00000524678	QSER1
ENST00000413853	ABHD16A
ENST00000422404	ABHD16A
ENST00000551038	ABHD16A
ENST00000393934	PLCXD2
ENST00000477665	PLCXD2
ENST00000468174	PLCXD2
ENST00000546283	NDUFS7
ENST00000233627	NDUFS7
ENST00000539480	NDUFS7
ENST00000313408	NDUFS7
ENST00000414651	NDUFS7
ENST00000620479	NDUFS7
ENST00000618074	NDUFS7
ENST00000474879	LMF2
ENST00000216080	LMF2
ENST00000244571	AARS2
ENST00000613314	PCDHGA12
ENST00000252085	PCDHGA12
ENST00000474874	ERRFI1
ENST00000377482	ERRFI1
ENST00000467067	ERRFI1
ENST00000469499	ERRFI1
ENST00000560219	MESP2
ENST00000341735	MESP2
ENST00000356634	KDM1A
ENST00000400181	KDM1A
ENST00000465864	KDM1A
ENST00000494920	KDM1A
ENST00000335012	C3orf70
ENST00000255040	APCS
ENST00000332249	OR52L1
ENST00000416321	DEPDC4
ENST00000548313	DEPDC4
ENST00000550587	DEPDC4
ENST00000549249	DEPDC4
ENST00000551642	DEPDC4
ENST00000413113	C6orf47
ENST00000460933	RYK
ENST00000623711	RYK
ENST00000620660	RYK
ENST00000243673	GPR83
ENST00000539203	GPR83
ENST00000374127	PGBD3
ENST00000393759	CD8B
ENST00000349455	CD8B
ENST00000331469	CD8B
ENST00000390655	CD8B
ENST00000393761	CD8B
ENST00000431506	CD8B
ENST00000302764	NUDCD2
ENST00000517501	NUDCD2
ENST00000352078	RGN
ENST00000336169	RGN
ENST00000457380	RGN
ENST00000397180	RGN
ENST00000297440	DNAAF5
ENST00000437419	DNAAF5
ENST00000440747	DNAAF5
ENST00000403952	DNAAF5
ENST00000375304	HSD17B10
ENST00000168216	HSD17B10
ENST00000375298	HSD17B10
ENST00000436556	ZFAND2B
ENST00000409206	ZFAND2B
ENST00000409594	ZFAND2B
ENST00000289528	ZFAND2B
ENST00000422255	ZFAND2B
ENST00000409412	ZFAND2B
ENST00000409097	ZFAND2B
ENST00000409336	ZFAND2B
ENST00000409217	ZFAND2B
ENST00000409319	ZFAND2B
ENST00000425849	ZFAND2B
ENST00000444522	ZFAND2B
ENST00000621130	ZFAND2B
ENST00000486773	SHE
ENST00000555188	SHE
ENST00000304760	SHE
ENST00000370509	CREG1
ENST00000443182	BAG6
ENST00000451932	BAG6
ENST00000419847	BAG6
ENST00000415721	BAG6
ENST00000419496	BAG6
ENST00000436569	BAG6
ENST00000429830	BAG6
ENST00000411914	BAG6
ENST00000423612	BAG6
ENST00000428037	BAG6
ENST00000442427	BAG6
ENST00000439612	BAG6
ENST00000417824	BAG6
ENST00000436497	BAG6
ENST00000449173	BAG6
ENST00000437054	BAG6
ENST00000458287	BAG6
ENST00000434880	BAG6
ENST00000433726	BAG6
ENST00000437735	BAG6
ENST00000426331	BAG6
ENST00000437731	BAG6
ENST00000615725	BAG6
ENST00000552116	BAG6
ENST00000537259	SLC24A1
ENST00000261892	SLC24A1
ENST00000544319	SLC24A1
ENST00000399033	SLC24A1
ENST00000546330	SLC24A1
ENST00000505666	SLC24A1
ENST00000339868	SLC24A1
ENST00000287957	GATAD1
ENST00000228841	MYL2
ENST00000548438	MYL2
ENST00000264638	CNTNAP1
ENST00000316673	HNF4A
ENST00000609795	HNF4A
ENST00000457232	HNF4A
ENST00000609262	HNF4A
ENST00000443598	HNF4A
ENST00000316099	HNF4A
ENST00000415691	HNF4A
ENST00000619550	HNF4A
ENST00000514917	RP11-514P8.7
ENST00000561648	ZNF423
ENST00000563137	ZNF423
ENST00000562871	ZNF423
ENST00000535559	ZNF423
ENST00000567169	ZNF423
ENST00000562520	ZNF423
ENST00000568094	ZNF423
ENST00000262383	ZNF423
ENST00000565184	PKM
ENST00000335181	PKM
ENST00000565154	PKM
ENST00000568459	PKM
ENST00000561609	PKM
ENST00000564178	PKM
ENST00000562997	PKM
ENST00000567087	PKM
ENST00000566809	PKM
ENST00000569050	PKM
ENST00000449901	PKM
ENST00000319622	PKM
ENST00000389093	PKM
ENST00000568883	PKM
ENST00000424727	CFB
ENST00000436692	CFB
ENST00000377173	OR2B3
ENST00000266719	KERA
ENST00000307137	HLA-DRB3
ENST00000613743	HLA-DRB3
ENST00000611013	HLA-DRB3
ENST00000614901	HLA-DRB3
ENST00000298288	LRR1
ENST00000318317	LRR1
ENST00000372207	BEST4
ENST00000301488	CDK2AP2
ENST00000531506	CDK2AP2
ENST00000417201	RBM18
ENST00000330070	HOXB2
ENST00000309285	XCR1
ENST00000395946	XCR1
ENST00000327857	DEFA3
ENST00000616150	DEFA3
ENST00000327134	PAK2
ENST00000426668	PAK2
ENST00000304478	RNMTL1
ENST00000571157	RNMTL1
ENST00000261507	MSMO1
ENST00000507013	MSMO1
ENST00000393766	MSMO1
ENST00000504317	MSMO1
ENST00000505270	MSMO1
ENST00000617404	KIR2DL3
ENST00000300961	JSRP1
ENST00000593238	JSRP1
ENST00000463117	CYP2E1
ENST00000541261	CYP2E1
ENST00000421586	CYP2E1
ENST00000418356	CYP2E1
ENST00000252945	CYP2E1
ENST00000619304	FAM83D
ENST00000619850	FAM83D
ENST00000217429	FAM83D
ENST00000433778	SAPCD1
ENST00000415669	SAPCD1
ENST00000425424	SAPCD1
ENST00000256343	CATSPERB
ENST00000553329	CATSPERB
ENST00000554560	CATSPERB
ENST00000556661	CATSPERB
ENST00000553676	CATSPERB
ENST00000340171	C3orf33
ENST00000534941	C3orf33
ENST00000266088	SLC5A1
ENST00000543737	SLC5A1
ENST00000257290	PDGFRA
ENST00000508170	PDGFRA
ENST00000512143	PDGFRA
ENST00000503856	PDGFRA
ENST00000504461	PDGFRA
ENST00000512522	PDGFRA
ENST00000554573	RALGAPA1
ENST00000389698	RALGAPA1
ENST00000307138	RALGAPA1
ENST00000554259	RALGAPA1
ENST00000382366	RALGAPA1
ENST00000553892	RALGAPA1
ENST00000251775	SNX4
ENST00000376916	ASPDH
ENST00000389208	ASPDH
ENST00000601207	ASPDH
ENST00000598657	ASPDH
ENST00000610521	IFNA5
ENST00000511568	USP17L17
ENST00000614762	USP17L17
ENST00000327492	TOB2
ENST00000434408	TOB2
ENST00000373657	ERCC6L
ENST00000334463	ERCC6L
ENST00000260061	LRRC32
ENST00000404995	LRRC32
ENST00000421973	LRRC32
ENST00000407242	LRRC32
ENST00000301998	B3GNT2
ENST00000405767	B3GNT2
ENST00000599244	ZNF181
ENST00000392232	ZNF181
ENST00000595708	ZNF181
ENST00000593781	ZNF181
ENST00000459757	ZNF181
ENST00000492450	ZNF181
ENST00000469230	BTN2A2
ENST00000490025	BTN2A2
ENST00000356709	BTN2A2
ENST00000352867	BTN2A2
ENST00000493275	BTN2A2
ENST00000472507	BTN2A2
ENST00000482536	BTN2A2
ENST00000432533	BTN2A2
ENST00000482842	BTN2A2
ENST00000416795	BTN2A2
ENST00000494184	BTN2A2
ENST00000483410	BTN2A2
ENST00000495632	BTN2A2
ENST00000295731	IHH
ENST00000547157	NDUFA12
ENST00000327772	NDUFA12
ENST00000547986	NDUFA12
ENST00000265382	PIP5K1B
ENST00000377284	PIP5K1B
ENST00000437200	PIP5K1B
ENST00000440050	PIP5K1B
ENST00000541509	PIP5K1B
ENST00000216037	XBP1
ENST00000403532	XBP1
ENST00000405219	XBP1
ENST00000344347	XBP1
ENST00000611155	XBP1
ENST00000369980	IRAK1
ENST00000369974	IRAK1
ENST00000444230	IRAK1
ENST00000455690	IRAK1
ENST00000444254	IRAK1
ENST00000437278	IRAK1
ENST00000393687	IRAK1
ENST00000429936	IRAK1
ENST00000443220	IRAK1
ENST00000354384	STMND1
ENST00000536551	STMND1
ENST00000356109	ZNF44
ENST00000355684	ZNF44
ENST00000375098	TRIM14
ENST00000341469	TRIM14
ENST00000342043	TRIM14
ENST00000458218	CT47A2
ENST00000231656	CDX1
ENST00000616154	CDX1
ENST00000560829	SNX1
ENST00000559061	SNX1
ENST00000261889	SNX1
ENST00000559844	SNX1
ENST00000561026	SNX1
ENST00000558040	SNX1
ENST00000560861	SNX1
ENST00000625244	SNX1
ENST00000258091	CCT7
ENST00000399032	CCT7
ENST00000398422	CCT7
ENST00000540468	CCT7
ENST00000539919	CCT7
ENST00000626868	CCT7
ENST00000244227	SNRNP27
ENST00000409116	SNRNP27
ENST00000295226	CCDC140
ENST00000440903	CCDC140
ENST00000372695	BEX4
ENST00000372691	BEX4
ENST00000329312	CYLC1
ENST00000621735	CYLC1
ENST00000205194	NAT14
ENST00000591590	NAT14
ENST00000587400	NAT14
ENST00000588985	NAT14
ENST00000339994	KCNJ11
ENST00000528731	KCNJ11
ENST00000526912	KCNJ11
ENST00000528992	KCNJ11
ENST00000321545	ZNF543
ENST00000378438	ATP6AP2
ENST00000436783	ATP6AP2
ENST00000447485	ATP6AP2
ENST00000423649	ATP6AP2
ENST00000263036	OPTN
ENST00000378764	OPTN
ENST00000378757	OPTN
ENST00000378752	OPTN
ENST00000378748	OPTN
ENST00000378747	OPTN
ENST00000486862	OPTN
ENST00000424614	OPTN
ENST00000614215	RP11-457D20.2
ENST00000258787	MYO1G
ENST00000372766	TMCO2
ENST00000356079	CYP20A1
ENST00000429815	CYP20A1
ENST00000443941	CYP20A1
ENST00000611416	CYP20A1
ENST00000613925	CYP20A1
ENST00000327442	KPNA7
ENST00000619609	PADI6
ENST00000621775	USP27X
ENST00000557342	SLIRP
ENST00000238688	SLIRP
ENST00000557623	SLIRP
ENST00000557431	SLIRP
ENST00000556831	SLIRP
ENST00000556375	SLIRP
ENST00000553981	SLIRP
ENST00000613856	SLIRP
ENST00000372676	WFDC2
ENST00000217425	WFDC2
ENST00000339946	WFDC2
ENST00000342873	WFDC2
ENST00000622683	ARHGAP23
ENST00000620417	ARHGAP23
ENST00000618942	ARHGAP23
ENST00000616909	ARHGAP23
ENST00000620329	ARHGAP23
ENST00000614693	ARHGAP23
ENST00000607016	NUDT3
ENST00000369170	FAM204A
ENST00000369172	FAM204A
ENST00000369183	FAM204A
ENST00000435699	SUN1
ENST00000440380	SUN1
ENST00000439679	SUN1
ENST00000424128	SUN1
ENST00000457598	SUN1
ENST00000421580	SUN1
ENST00000405266	SUN1
ENST00000401592	SUN1
ENST00000403868	SUN1
ENST00000450881	SUN1
ENST00000419312	SUN1
ENST00000429178	SUN1
ENST00000433212	SUN1
ENST00000457378	SUN1
ENST00000452783	SUN1
ENST00000425407	SUN1
ENST00000389574	SUN1
ENST00000296736	TIGD6
ENST00000515406	TIGD6
ENST00000536890	RERGL
ENST00000538724	RERGL
ENST00000229002	RERGL
ENST00000398978	COL13A1
ENST00000354547	COL13A1
ENST00000357811	COL13A1
ENST00000520267	COL13A1
ENST00000517713	COL13A1
ENST00000522165	COL13A1
ENST00000520133	COL13A1
ENST00000398975	COL13A1
ENST00000456019	COL13A1
ENST00000398969	COL13A1
ENST00000262510	NLRC5
ENST00000544641	NLRC5
ENST00000538059	NLRC5
ENST00000539144	NLRC5
ENST00000538805	NLRC5
ENST00000538110	NLRC5
ENST00000543030	NLRC5
ENST00000399221	NLRC5
ENST00000436936	NLRC5
ENST00000531787	MS4A14
ENST00000300187	MS4A14
ENST00000395005	MS4A14
ENST00000526375	MS4A14
ENST00000531783	MS4A14
ENST00000534688	MS4A14
ENST00000395001	MS4A14
ENST00000263915	GRB14
ENST00000446413	GRB14
ENST00000424693	GRB14
ENST00000379211	CXorf58
ENST00000435707	CXorf58
ENST00000264811	TRPC3
ENST00000379645	TRPC3
ENST00000513531	TRPC3
ENST00000502968	TRPC3
ENST00000262593	DOK5
ENST00000395939	DOK5
ENST00000264834	KLF1
ENST00000331366	CPNE8
ENST00000538596	CPNE8
ENST00000360449	CPNE8
ENST00000550863	CPNE8
ENST00000337205	WFDC3
ENST00000243938	WFDC3
ENST00000372632	WFDC3
ENST00000372630	WFDC3
ENST00000370298	MTF2
ENST00000370303	MTF2
ENST00000540243	MTF2
ENST00000545708	MTF2
ENST00000305444	OR7G3
ENST00000355300	LINGO1
ENST00000561030	LINGO1
ENST00000557798	LINGO1
ENST00000561686	LINGO1
ENST00000567726	LINGO1
ENST00000566711	LINGO1
ENST00000559893	LINGO1
ENST00000564472	LINGO1
ENST00000570216	LINGO1
ENST00000562933	LINGO1
ENST00000563316	LINGO1
ENST00000310301	VPS41
ENST00000395969	VPS41
ENST00000439468	VPS41
ENST00000413141	VPS41
ENST00000414632	VPS41
ENST00000418457	VPS41
ENST00000457055	VPS41
ENST00000376006	NUDT10
ENST00000356450	NUDT10
ENST00000617957	KIR3DL2
ENST00000617481	KIR3DL2
ENST00000557325	ENTPD5
ENST00000555829	ENTPD5
ENST00000334696	ENTPD5
ENST00000553284	ENTPD5
ENST00000556242	ENTPD5
ENST00000371460	SUPT3H
ENST00000371459	SUPT3H
ENST00000371458	SUPT3H
ENST00000306867	SUPT3H
ENST00000536188	KLRC1
ENST00000359151	KLRC1
ENST00000408006	KLRC1
ENST00000347831	KLRC1
ENST00000543893	KLRC1
ENST00000544822	KLRC1
ENST00000449742	TRIM10
ENST00000376704	TRIM10
ENST00000424232	ADORA2A
ENST00000486108	ADORA2A
ENST00000464977	ADORA2A
ENST00000444262	ADORA2A
ENST00000496258	ADORA2A
ENST00000337539	ADORA2A
ENST00000472248	ADORA2A
ENST00000436735	ADORA2A
ENST00000439591	ADORA2A
ENST00000526893	IGLL5
ENST00000532223	IGLL5
ENST00000531372	IGLL5
ENST00000268389	IGSF6
ENST00000569602	IGSF6
ENST00000375938	TTLL9
ENST00000620043	TTLL9
ENST00000612972	TTLL9
ENST00000535842	TTLL9
ENST00000611256	TAS2R10
ENST00000392210	PPP1R14B
ENST00000309318	PPP1R14B
ENST00000542235	PPP1R14B
ENST00000263233	SYP
ENST00000472598	SYP
ENST00000479808	SYP
ENST00000618305	HIST1H4L
ENST00000558325	RP11-468E2.6
ENST00000402988	IGSF23
ENST00000592507	IGSF23
ENST00000428245	IGSF23
ENST00000441389	IGSF23
ENST00000318203	ZSCAN4
ENST00000612521	ZSCAN4
ENST00000620550	KIR3DL2
ENST00000616854	KIR3DL2
ENST00000308020	PTDSS2
ENST00000433473	PPT1
ENST00000449045	PPT1
ENST00000439754	PPT1
ENST00000530076	PPT1
ENST00000527311	PPT1
ENST00000372779	PPT1
ENST00000526547	PPT1
ENST00000366963	SLC22A1
ENST00000324965	SLC22A1
ENST00000457470	SLC22A1
ENST00000540443	SLC22A1
ENST00000483063	POLE4
ENST00000514778	SMAD1
ENST00000507594	SMAD1
ENST00000514831	SMAD1
ENST00000302085	SMAD1
ENST00000512019	SMAD1
ENST00000503324	SMAD1
ENST00000507367	SMAD1
ENST00000394092	SMAD1
ENST00000515385	SMAD1
ENST00000281441	TMEM45B
ENST00000524567	TMEM45B
ENST00000359237	PLAC1
ENST00000427482	SH3GL3
ENST00000324537	SH3GL3
ENST00000560890	APH1B
ENST00000261879	APH1B
ENST00000380343	APH1B
ENST00000560353	APH1B
ENST00000589774	AP2B1
ENST00000616784	AP2B1
ENST00000621914	AP2B1
ENST00000621668	AP2B1
ENST00000616681	AP2B1
ENST00000612035	AP2B1
ENST00000610402	AP2B1
ENST00000614600	AP2B1
ENST00000590432	AP2B1
ENST00000612116	AP2B1
ENST00000593014	AP2B1
ENST00000587805	AP2B1
ENST00000618940	AP2B1
ENST00000628168	AP2B1
ENST00000623632	ADSL
ENST00000623063	ADSL
ENST00000342312	ADSL
ENST00000216194	ADSL
ENST00000623978	ADSL
ENST00000625194	ADSL
ENST00000423176	ADSL
ENST00000624027	ADSL
ENST00000371030	ZNF831
ENST00000375511	SPANXN5
ENST00000248437	TUBA4A
ENST00000392088	TUBA4A
ENST00000398989	TUBA4A
ENST00000427737	TUBA4A
ENST00000456818	TUBA4A
ENST00000447205	TUBA4A
ENST00000425551	TUBA4A
ENST00000237014	TTR
ENST00000610404	TTR
ENST00000613781	TTR
ENST00000569931	MPI
ENST00000352410	MPI
ENST00000566377	MPI
ENST00000569233	MPI
ENST00000567132	MPI
ENST00000564633	MPI
ENST00000568907	MPI
ENST00000563422	MPI
ENST00000564003	MPI
ENST00000562800	MPI
ENST00000563786	MPI
ENST00000535694	MPI
ENST00000323744	MPI
ENST00000568828	MPI
ENST00000562606	MPI
ENST00000565576	MPI
ENST00000567570	MPI
ENST00000567177	MPI
